Test,Output,Nominal,Spec,Weight,Pass/Fail
yg9bq_DDPUF_128_mc_1,E107_iter34,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E107_iter35,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E107_iter36,799.7e-3,,,
yg9bq_DDPUF_128_mc_1,E107_iter37,800e-3,,,
yg9bq_DDPUF_128_mc_1,E107_iter38,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E107_iter39,799.7e-3,,,
yg9bq_DDPUF_128_mc_1,E107_iter40,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E107_iter41,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E107_iter42,800e-3,,,
yg9bq_DDPUF_128_mc_1,E107_iter43,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E107_iter44,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E107_iter45,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E107_iter46,799.7e-3,,,
yg9bq_DDPUF_128_mc_1,E107_iter47,799.4e-3,,,
yg9bq_DDPUF_128_mc_1,E107_iter48,800.4e-3,,,
yg9bq_DDPUF_128_mc_1,E107_iter49,800e-3,,,
yg9bq_DDPUF_128_mc_1,E108_iter0,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E108_iter1,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E108_iter2,800.4e-3,,,
yg9bq_DDPUF_128_mc_1,E108_iter3,800e-3,,,
yg9bq_DDPUF_128_mc_1,E108_iter4,800e-3,,,
yg9bq_DDPUF_128_mc_1,E108_iter5,799.5e-3,,,
yg9bq_DDPUF_128_mc_1,E108_iter6,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E108_iter7,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E108_iter8,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E108_iter9,799.5e-3,,,
yg9bq_DDPUF_128_mc_1,E108_iter10,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E108_iter11,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E108_iter12,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E108_iter13,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E108_iter14,800.4e-3,,,
yg9bq_DDPUF_128_mc_1,E108_iter15,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E108_iter16,800e-3,,,
yg9bq_DDPUF_128_mc_1,E108_iter17,800e-3,,,
yg9bq_DDPUF_128_mc_1,E108_iter18,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E108_iter19,800e-3,,,
yg9bq_DDPUF_128_mc_1,E108_iter20,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E108_iter21,800.5e-3,,,
yg9bq_DDPUF_128_mc_1,E108_iter22,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E108_iter23,800e-3,,,
yg9bq_DDPUF_128_mc_1,E108_iter24,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E108_iter25,800e-3,,,
yg9bq_DDPUF_128_mc_1,E108_iter26,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E108_iter27,799.5e-3,,,
yg9bq_DDPUF_128_mc_1,E108_iter28,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E108_iter29,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E108_iter30,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E108_iter31,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E108_iter32,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E108_iter33,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E108_iter34,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E108_iter35,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E108_iter36,799.7e-3,,,
yg9bq_DDPUF_128_mc_1,E108_iter37,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E108_iter38,799.7e-3,,,
yg9bq_DDPUF_128_mc_1,E108_iter39,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E108_iter40,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E108_iter41,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E108_iter42,799.7e-3,,,
yg9bq_DDPUF_128_mc_1,E108_iter43,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E108_iter44,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E108_iter45,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E108_iter46,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E108_iter47,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E108_iter48,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E108_iter49,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E109_iter0,597.3e-6,,,
yg9bq_DDPUF_128_mc_1,E109_iter1,143.4e-6,,,
yg9bq_DDPUF_128_mc_1,E109_iter2,-158.1e-6,,,
yg9bq_DDPUF_128_mc_1,E109_iter3,97.05e-6,,,
yg9bq_DDPUF_128_mc_1,E109_iter4,-142e-6,,,
yg9bq_DDPUF_128_mc_1,E109_iter5,154.2e-6,,,
yg9bq_DDPUF_128_mc_1,E109_iter6,192.7e-6,,,
yg9bq_DDPUF_128_mc_1,E109_iter7,-82.52e-6,,,
yg9bq_DDPUF_128_mc_1,E109_iter8,484.2e-6,,,
yg9bq_DDPUF_128_mc_1,E109_iter9,-49.75e-6,,,
yg9bq_DDPUF_128_mc_1,E109_iter10,145.6e-6,,,
yg9bq_DDPUF_128_mc_1,E109_iter11,-229.3e-6,,,
yg9bq_DDPUF_128_mc_1,E109_iter12,-481.5e-6,,,
yg9bq_DDPUF_128_mc_1,E109_iter13,-173.4e-6,,,
yg9bq_DDPUF_128_mc_1,E109_iter14,150.4e-6,,,
yg9bq_DDPUF_128_mc_1,E109_iter15,-78.95e-6,,,
yg9bq_DDPUF_128_mc_1,E109_iter16,-464e-6,,,
yg9bq_DDPUF_128_mc_1,E109_iter17,-6.278e-6,,,
yg9bq_DDPUF_128_mc_1,E109_iter18,-151.4e-6,,,
yg9bq_DDPUF_128_mc_1,E109_iter19,-211.7e-6,,,
yg9bq_DDPUF_128_mc_1,E109_iter20,-145.8e-6,,,
yg9bq_DDPUF_128_mc_1,E109_iter21,180e-6,,,
yg9bq_DDPUF_128_mc_1,E109_iter22,7.376e-6,,,
yg9bq_DDPUF_128_mc_1,E109_iter23,361.2e-6,,,
yg9bq_DDPUF_128_mc_1,E109_iter24,-52.79e-6,,,
yg9bq_DDPUF_128_mc_1,E109_iter25,-56.37e-6,,,
yg9bq_DDPUF_128_mc_1,E109_iter26,-141.9e-6,,,
yg9bq_DDPUF_128_mc_1,E109_iter27,413.4e-6,,,
yg9bq_DDPUF_128_mc_1,E109_iter28,-319.7e-6,,,
yg9bq_DDPUF_128_mc_1,E109_iter29,-116.2e-6,,,
yg9bq_DDPUF_128_mc_1,E109_iter30,-77.09e-6,,,
yg9bq_DDPUF_128_mc_1,E109_iter31,84.23e-6,,,
yg9bq_DDPUF_128_mc_1,E109_iter32,154.9e-6,,,
yg9bq_DDPUF_128_mc_1,E109_iter33,-116.6e-6,,,
yg9bq_DDPUF_128_mc_1,E109_iter34,-32.12e-6,,,
yg9bq_DDPUF_128_mc_1,E109_iter35,47.34e-6,,,
yg9bq_DDPUF_128_mc_1,E109_iter36,-103.3e-6,,,
yg9bq_DDPUF_128_mc_1,E109_iter37,187.5e-6,,,
yg9bq_DDPUF_128_mc_1,E109_iter38,156.9e-6,,,
yg9bq_DDPUF_128_mc_1,E109_iter39,-295.6e-6,,,
yg9bq_DDPUF_128_mc_1,E109_iter40,-153.5e-6,,,
yg9bq_DDPUF_128_mc_1,E109_iter41,-480.2e-6,,,
yg9bq_DDPUF_128_mc_1,E109_iter42,122.4e-6,,,
yg9bq_DDPUF_128_mc_1,E109_iter43,240.4e-6,,,
yg9bq_DDPUF_128_mc_1,E109_iter44,-68.41e-6,,,
yg9bq_DDPUF_128_mc_1,E109_iter45,202.1e-6,,,
yg9bq_DDPUF_128_mc_1,E109_iter46,-160.7e-6,,,
yg9bq_DDPUF_128_mc_1,E109_iter47,100.3e-6,,,
yg9bq_DDPUF_128_mc_1,E109_iter48,-261e-6,,,
yg9bq_DDPUF_128_mc_1,E109_iter49,-408.6e-6,,,
yg9bq_DDPUF_128_mc_1,E110_iter0,56.09e-6,,,
yg9bq_DDPUF_128_mc_1,E110_iter1,-307e-6,,,
yg9bq_DDPUF_128_mc_1,E110_iter2,-4.02e-6,,,
yg9bq_DDPUF_128_mc_1,E110_iter3,202.2e-6,,,
yg9bq_DDPUF_128_mc_1,E110_iter4,186.3e-6,,,
yg9bq_DDPUF_128_mc_1,E110_iter5,85.05e-6,,,
yg9bq_DDPUF_128_mc_1,E110_iter6,-96.51e-6,,,
yg9bq_DDPUF_128_mc_1,E110_iter7,11.95e-6,,,
yg9bq_DDPUF_128_mc_1,E110_iter8,-99.11e-6,,,
yg9bq_DDPUF_128_mc_1,E110_iter9,264.2e-6,,,
yg9bq_DDPUF_128_mc_1,E110_iter10,284e-6,,,
yg9bq_DDPUF_128_mc_1,E110_iter11,-132.3e-6,,,
yg9bq_DDPUF_128_mc_1,E110_iter12,-90.34e-6,,,
yg9bq_DDPUF_128_mc_1,E110_iter13,-313.5e-6,,,
yg9bq_DDPUF_128_mc_1,E110_iter14,565.8e-6,,,
yg9bq_DDPUF_128_mc_1,E110_iter15,109.3e-6,,,
yg9bq_DDPUF_128_mc_1,E110_iter16,-69.22e-6,,,
yg9bq_DDPUF_128_mc_1,E110_iter17,34.42e-6,,,
yg9bq_DDPUF_128_mc_1,E110_iter18,101.7e-6,,,
yg9bq_DDPUF_128_mc_1,E110_iter19,131.3e-6,,,
yg9bq_DDPUF_128_mc_1,E110_iter20,-157.6e-6,,,
yg9bq_DDPUF_128_mc_1,E110_iter21,237.9e-6,,,
yg9bq_DDPUF_128_mc_1,E110_iter22,136.2e-6,,,
yg9bq_DDPUF_128_mc_1,E110_iter23,-18.93e-6,,,
yg9bq_DDPUF_128_mc_1,E110_iter24,321.1e-6,,,
yg9bq_DDPUF_128_mc_1,E110_iter25,-19.51e-6,,,
yg9bq_DDPUF_128_mc_1,E110_iter26,-235.3e-6,,,
yg9bq_DDPUF_128_mc_1,E110_iter27,-617.9e-6,,,
yg9bq_DDPUF_128_mc_1,E110_iter28,206.7e-6,,,
yg9bq_DDPUF_128_mc_1,E110_iter29,-216.6e-6,,,
yg9bq_DDPUF_128_mc_1,E110_iter30,-5.617e-6,,,
yg9bq_DDPUF_128_mc_1,E110_iter31,245.7e-6,,,
yg9bq_DDPUF_128_mc_1,E110_iter32,448.4e-6,,,
yg9bq_DDPUF_128_mc_1,E110_iter33,409e-6,,,
yg9bq_DDPUF_128_mc_1,E110_iter34,-214.5e-6,,,
yg9bq_DDPUF_128_mc_1,E110_iter35,159.1e-6,,,
yg9bq_DDPUF_128_mc_1,E110_iter36,-116.7e-6,,,
yg9bq_DDPUF_128_mc_1,E110_iter37,-252.7e-6,,,
yg9bq_DDPUF_128_mc_1,E110_iter38,57.48e-6,,,
yg9bq_DDPUF_128_mc_1,E110_iter39,-271.8e-6,,,
yg9bq_DDPUF_128_mc_1,E110_iter40,466.5e-6,,,
yg9bq_DDPUF_128_mc_1,E110_iter41,-417.2e-6,,,
yg9bq_DDPUF_128_mc_1,E110_iter42,-46.65e-6,,,
yg9bq_DDPUF_128_mc_1,E110_iter43,-101.9e-6,,,
yg9bq_DDPUF_128_mc_1,E110_iter44,-11.83e-6,,,
yg9bq_DDPUF_128_mc_1,E110_iter45,102.7e-6,,,
yg9bq_DDPUF_128_mc_1,E110_iter46,336.8e-6,,,
yg9bq_DDPUF_128_mc_1,E110_iter47,246.3e-6,,,
yg9bq_DDPUF_128_mc_1,E110_iter48,138.7e-6,,,
yg9bq_DDPUF_128_mc_1,E110_iter49,-322.9e-6,,,
yg9bq_DDPUF_128_mc_1,E111_iter0,-187.3e-6,,,
yg9bq_DDPUF_128_mc_1,E111_iter1,220.7e-6,,,
yg9bq_DDPUF_128_mc_1,E111_iter2,189.2e-6,,,
yg9bq_DDPUF_128_mc_1,E111_iter3,-44.66e-6,,,
yg9bq_DDPUF_128_mc_1,E111_iter4,-268.9e-6,,,
yg9bq_DDPUF_128_mc_1,E111_iter5,102.9e-6,,,
yg9bq_DDPUF_128_mc_1,E111_iter6,369.5e-6,,,
yg9bq_DDPUF_128_mc_1,E111_iter7,586.5e-6,,,
yg9bq_DDPUF_128_mc_1,E111_iter8,-218.2e-6,,,
yg9bq_DDPUF_128_mc_1,E111_iter9,697.5e-6,,,
yg9bq_DDPUF_128_mc_1,E111_iter10,-55.96e-6,,,
yg9bq_DDPUF_128_mc_1,E111_iter11,133.3e-6,,,
yg9bq_DDPUF_128_mc_1,E111_iter12,157.8e-6,,,
yg9bq_DDPUF_128_mc_1,E111_iter13,270.8e-6,,,
yg9bq_DDPUF_128_mc_1,E111_iter14,-69.19e-6,,,
yg9bq_DDPUF_128_mc_1,E111_iter15,-12.29e-6,,,
yg9bq_DDPUF_128_mc_1,E111_iter16,220e-6,,,
yg9bq_DDPUF_128_mc_1,E111_iter17,-41.83e-6,,,
yg9bq_DDPUF_128_mc_1,E111_iter18,63.77e-6,,,
yg9bq_DDPUF_128_mc_1,E111_iter19,-500.3e-6,,,
yg9bq_DDPUF_128_mc_1,E111_iter20,-230.6e-6,,,
yg9bq_DDPUF_128_mc_1,E111_iter21,119.8e-6,,,
yg9bq_DDPUF_128_mc_1,E111_iter22,177.8e-6,,,
yg9bq_DDPUF_128_mc_1,E111_iter23,9.595e-6,,,
yg9bq_DDPUF_128_mc_1,E111_iter24,-265.9e-6,,,
yg9bq_DDPUF_128_mc_1,E111_iter25,105.6e-6,,,
yg9bq_DDPUF_128_mc_1,E111_iter26,148.8e-6,,,
yg9bq_DDPUF_128_mc_1,E111_iter27,-32.94e-6,,,
yg9bq_DDPUF_128_mc_1,E111_iter28,36.12e-6,,,
yg9bq_DDPUF_128_mc_1,E111_iter29,137.8e-6,,,
yg9bq_DDPUF_128_mc_1,E111_iter30,86.04e-6,,,
yg9bq_DDPUF_128_mc_1,E111_iter31,-164.7e-6,,,
yg9bq_DDPUF_128_mc_1,E111_iter32,-222.5e-6,,,
yg9bq_DDPUF_128_mc_1,E111_iter33,-42.91e-6,,,
yg9bq_DDPUF_128_mc_1,E111_iter34,-145.3e-6,,,
yg9bq_DDPUF_128_mc_1,E111_iter35,-243.8e-6,,,
yg9bq_DDPUF_128_mc_1,E111_iter36,-267.3e-6,,,
yg9bq_DDPUF_128_mc_1,E111_iter37,-95.45e-6,,,
yg9bq_DDPUF_128_mc_1,E111_iter38,180.4e-6,,,
yg9bq_DDPUF_128_mc_1,E111_iter39,265.3e-6,,,
yg9bq_DDPUF_128_mc_1,E111_iter40,78.52e-6,,,
yg9bq_DDPUF_128_mc_1,E111_iter41,-225.9e-6,,,
yg9bq_DDPUF_128_mc_1,E111_iter42,152.1e-6,,,
yg9bq_DDPUF_128_mc_1,E111_iter43,18.93e-6,,,
yg9bq_DDPUF_128_mc_1,E111_iter44,-306.7e-6,,,
yg9bq_DDPUF_128_mc_1,E111_iter45,-103.7e-6,,,
yg9bq_DDPUF_128_mc_1,E111_iter46,220.9e-6,,,
yg9bq_DDPUF_128_mc_1,E111_iter47,-187.2e-6,,,
yg9bq_DDPUF_128_mc_1,E111_iter48,10.1e-6,,,
yg9bq_DDPUF_128_mc_1,E111_iter49,-84.81e-6,,,
yg9bq_DDPUF_128_mc_1,E112_iter0,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E112_iter1,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E112_iter2,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E112_iter3,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E112_iter4,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E112_iter5,800e-3,,,
yg9bq_DDPUF_128_mc_1,E112_iter6,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E112_iter7,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E112_iter8,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E112_iter9,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E112_iter10,799.7e-3,,,
yg9bq_DDPUF_128_mc_1,E112_iter11,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E112_iter12,799.6e-3,,,
yg9bq_DDPUF_128_mc_1,E112_iter13,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E112_iter14,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E112_iter15,800e-3,,,
yg9bq_DDPUF_128_mc_1,E112_iter16,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E112_iter17,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E112_iter18,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E112_iter19,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E112_iter20,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E112_iter21,800e-3,,,
yg9bq_DDPUF_128_mc_1,E112_iter22,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E112_iter23,800.5e-3,,,
yg9bq_DDPUF_128_mc_1,E112_iter24,799.6e-3,,,
yg9bq_DDPUF_128_mc_1,E112_iter25,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E112_iter26,800e-3,,,
yg9bq_DDPUF_128_mc_1,E112_iter27,800e-3,,,
yg9bq_DDPUF_128_mc_1,E112_iter28,800e-3,,,
yg9bq_DDPUF_128_mc_1,E112_iter29,799.7e-3,,,
yg9bq_DDPUF_128_mc_1,E112_iter30,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E112_iter31,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E112_iter32,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E112_iter33,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E112_iter34,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E112_iter35,800e-3,,,
yg9bq_DDPUF_128_mc_1,E112_iter36,800e-3,,,
yg9bq_DDPUF_128_mc_1,E112_iter37,800.4e-3,,,
yg9bq_DDPUF_128_mc_1,E112_iter38,799.7e-3,,,
yg9bq_DDPUF_128_mc_1,E112_iter39,799.7e-3,,,
yg9bq_DDPUF_128_mc_1,E112_iter40,799.6e-3,,,
yg9bq_DDPUF_128_mc_1,E112_iter41,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E112_iter42,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E112_iter43,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E112_iter44,800e-3,,,
yg9bq_DDPUF_128_mc_1,E112_iter45,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E112_iter46,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E112_iter47,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E112_iter48,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E112_iter49,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E113_iter0,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E113_iter1,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E113_iter2,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E113_iter3,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E113_iter4,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E113_iter5,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E113_iter6,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E113_iter7,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E113_iter8,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E113_iter9,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E113_iter10,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E113_iter11,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E113_iter12,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E113_iter13,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E113_iter14,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E113_iter15,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E113_iter16,800.4e-3,,,
yg9bq_DDPUF_128_mc_1,E113_iter17,800.5e-3,,,
yg9bq_DDPUF_128_mc_1,E113_iter18,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E113_iter19,800.4e-3,,,
yg9bq_DDPUF_128_mc_1,E113_iter20,799.7e-3,,,
yg9bq_DDPUF_128_mc_1,E113_iter21,800e-3,,,
yg9bq_DDPUF_128_mc_1,E113_iter22,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E113_iter23,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E113_iter24,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E113_iter25,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E113_iter26,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E113_iter27,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E113_iter28,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E113_iter29,799.7e-3,,,
yg9bq_DDPUF_128_mc_1,E113_iter30,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E113_iter31,800e-3,,,
yg9bq_DDPUF_128_mc_1,E113_iter32,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E113_iter33,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E113_iter34,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E113_iter35,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E113_iter36,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E113_iter37,800.4e-3,,,
yg9bq_DDPUF_128_mc_1,E113_iter38,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E113_iter39,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E113_iter40,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E113_iter41,800.4e-3,,,
yg9bq_DDPUF_128_mc_1,E113_iter42,800e-3,,,
yg9bq_DDPUF_128_mc_1,E113_iter43,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E113_iter44,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E113_iter45,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E113_iter46,800e-3,,,
yg9bq_DDPUF_128_mc_1,E113_iter47,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E113_iter48,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E113_iter49,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E114_iter0,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E114_iter1,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E114_iter2,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E114_iter3,800e-3,,,
yg9bq_DDPUF_128_mc_1,E114_iter4,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E114_iter5,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E114_iter6,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E114_iter7,800e-3,,,
yg9bq_DDPUF_128_mc_1,E114_iter8,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E114_iter9,800e-3,,,
yg9bq_DDPUF_128_mc_1,E114_iter10,799.5e-3,,,
yg9bq_DDPUF_128_mc_1,E114_iter11,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E114_iter12,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E114_iter13,799.5e-3,,,
yg9bq_DDPUF_128_mc_1,E114_iter14,800e-3,,,
yg9bq_DDPUF_128_mc_1,E114_iter15,799.5e-3,,,
yg9bq_DDPUF_128_mc_1,E114_iter16,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E114_iter17,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E114_iter18,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E114_iter19,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E114_iter20,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E114_iter21,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E114_iter22,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E114_iter23,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E114_iter24,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E114_iter25,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E114_iter26,800.4e-3,,,
yg9bq_DDPUF_128_mc_1,E114_iter27,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E114_iter28,800e-3,,,
yg9bq_DDPUF_128_mc_1,E114_iter29,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E114_iter30,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E114_iter31,800e-3,,,
yg9bq_DDPUF_128_mc_1,E114_iter32,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E114_iter33,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E114_iter34,800.4e-3,,,
yg9bq_DDPUF_128_mc_1,E114_iter35,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E114_iter36,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E114_iter37,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E114_iter38,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E114_iter39,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E114_iter40,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E114_iter41,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E114_iter42,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E114_iter43,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E114_iter44,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E114_iter45,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E114_iter46,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E114_iter47,800e-3,,,
yg9bq_DDPUF_128_mc_1,E114_iter48,800e-3,,,
yg9bq_DDPUF_128_mc_1,E114_iter49,800e-3,,,
yg9bq_DDPUF_128_mc_1,E115_iter0,800e-3,,,
yg9bq_DDPUF_128_mc_1,E115_iter1,799.6e-3,,,
yg9bq_DDPUF_128_mc_1,E115_iter2,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E115_iter3,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E115_iter4,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E115_iter5,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E115_iter6,800e-3,,,
yg9bq_DDPUF_128_mc_1,E115_iter7,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E115_iter8,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E115_iter9,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E115_iter10,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E115_iter11,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E115_iter12,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E115_iter13,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E115_iter14,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E115_iter15,800e-3,,,
yg9bq_DDPUF_128_mc_1,E115_iter16,799.6e-3,,,
yg9bq_DDPUF_128_mc_1,E115_iter17,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E115_iter18,800e-3,,,
yg9bq_DDPUF_128_mc_1,E115_iter19,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E115_iter20,800e-3,,,
yg9bq_DDPUF_128_mc_1,E115_iter21,800.1e-3,,,
