Point,Corner,mc_iteration,Pass/Fail,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112,E113,E114,E115,E116,E117,E118,E119,E120,E121,E122,E123,E124,E125,E126,E127
28,nom,28,,800e-3,58.59e-9,800e-3,92.58e-9,800e-3,64.6e-9,800e-3,33.85e-9,800e-3,800e-3,800e-3,50e-9,39.31e-9,800e-3,800e-3,800e-3,51.67e-9,63.7e-9,38.77e-9,62.23e-9,800e-3,54.81e-9,70.77e-9,800e-3,800e-3,55.1e-9,800e-3,800e-3,800e-3,61.81e-9,800e-3,69.53e-9,50.13e-9,800e-3,800e-3,59.92e-9,800e-3,800e-3,55.99e-9,800e-3,800e-3,1.005e-9,800e-3,66.05e-9,72.93e-9,49.85e-9,55.04e-9,46.55e-9,64.56e-9,800e-3,165.7e-9,800e-3,66.16e-9,800e-3,800e-3,800e-3,800e-3,800e-3,52.51e-9,800e-3,-11.58e-9,66.53e-9,70.03e-9,800e-3,54.85e-9,114.1e-9,800e-3,119.3e-9,800e-3,32.55e-9,56.87e-9,34.22e-9,800e-3,800e-3,100.7e-9,800e-3,43.99e-9,57.26e-9,51.39e-9,800e-3,800e-3,66.49e-9,800e-3,57.27e-9,800e-3,62.51e-9,800e-3,88.51e-9,55e-9,800e-3,800e-3,42.66e-9,87.31e-9,55.89e-9,99.75e-9,800e-3,800e-3,69.79e-9,70.99e-9,12.65e-9,800e-3,49.19e-9,800e-3,800e-3,800e-3,800e-3,66.45e-9,800e-3,800e-3,56.14e-9,800e-3,47.65e-9,58.66e-9,800e-3,21.38e-9,800e-3,800e-3,47.49e-9,800e-3,800e-3,800e-3,800e-3,800e-3,69.24e-9,57e-9,158e-9,800e-3,62.32e-9
29,nom,29,,800e-3,62.22e-9,56.7e-9,57.34e-9,55.58e-9,800e-3,800e-3,46.55e-9,48.98e-9,70.77e-9,49.76e-9,39.02e-9,800e-3,115.6e-9,127.2e-9,53.16e-9,800e-3,800e-3,800e-3,50.94e-9,60.61e-9,69.21e-9,800e-3,51.02e-9,43.73e-9,65.94e-9,800e-3,48.47e-9,56.77e-9,800e-3,31.22e-9,800e-3,800e-3,59.84e-9,26.16e-9,55.19e-9,48.16e-9,60.54e-9,800e-3,66.28e-9,800e-3,800e-3,800e-3,49.28e-9,-132.3e-9,800e-3,800e-3,75.2e-9,800e-3,100.5e-9,44.4e-9,204.5e-9,800e-3,59.88e-9,18.96e-9,76.62e-9,800e-3,115.3e-9,3.242e-6,96.55e-9,800e-3,52.49e-9,800e-3,57.96e-9,75.04e-9,800e-3,64.55e-9,800e-3,800e-3,70.61e-9,800e-3,800e-3,800e-3,63.82e-9,800e-3,94.65e-9,800e-3,800e-3,800e-3,800e-3,800e-3,110.3e-9,66.82e-9,51.14e-9,52.25e-9,44.51e-9,53.91e-9,42.98e-9,800e-3,800e-3,800e-3,800e-3,-23.78e-9,800e-3,800e-3,800e-3,800e-3,800e-3,50.89e-9,60.48e-9,47.98e-9,800e-3,800e-3,58.05e-9,53.97e-9,90.73e-9,46.15e-9,800e-3,81.9e-9,800e-3,63.89e-9,800e-3,800e-3,77.64e-9,800e-3,800e-3,66.3e-9,69.47e-9,800e-3,50.93e-9,16.98e-9,800e-3,43.2e-9,800e-3,800e-3,800e-3,800e-3,800e-3
30,nom,30,,137.1e-9,800e-3,800e-3,51.16e-9,52.32e-9,55.15e-9,52.2e-9,87.02e-9,85.45e-9,800e-3,16.03e-9,800e-3,94.33e-9,800e-3,-73.54e-9,100.7e-9,63.67e-9,800e-3,49.86e-9,800e-3,50.23e-9,800e-3,79.51e-9,58.06e-9,800e-3,83.55e-9,50.62e-9,81.66e-9,800e-3,70.27e-9,800e-3,800e-3,80.13e-9,800e-3,67.34e-9,800e-3,800e-3,55.74e-9,34.78e-9,800e-3,130.3e-9,75.05e-9,62.1e-9,800e-3,800e-3,800e-3,61.61e-9,59.96e-9,103.2e-9,800e-3,800e-3,70.06e-9,800e-3,133.1e-9,64.23e-9,45.07e-9,800e-3,68.46e-9,78.21e-9,800e-3,35.86e-9,800e-3,800e-3,800e-3,800e-3,49.76e-9,52.32e-9,53.07e-9,59.77e-9,800e-3,800e-3,800e-3,69.31e-9,800e-3,42.3e-9,800e-3,46.57e-9,46.96e-9,800e-3,800e-3,800e-3,71.5e-9,56.95e-9,43.47e-9,800e-3,49.74e-9,44.78e-9,800e-3,60.52e-9,94.72e-9,800e-3,76.21e-9,800e-3,800e-3,49.46e-9,800e-3,800e-3,53.45e-9,800e-3,800e-3,800e-3,800e-3,73.23e-9,63.66e-9,800e-3,800e-3,800e-3,800e-3,800e-3,91.04e-9,800e-3,75.36e-9,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,51.2e-9,43.46e-9,80.18e-9,29.82e-9,85.97e-9,61.78e-9,54.71e-9,86.81e-9,61.74e-9,800e-3
31,nom,31,,800e-3,58.01e-9,69.49e-9,800e-3,69.56e-9,800e-3,800e-3,800e-3,800e-3,60.39e-9,82.4e-9,60.52e-9,800e-3,49.08e-9,800e-3,58.85e-9,800e-3,74.75e-9,38.28e-9,800e-3,800e-3,60.41e-9,58.33e-9,800e-3,180e-9,59.24e-9,800e-3,56.16e-9,66.83e-9,49.93e-9,88.57e-9,800e-3,800e-3,47.83e-9,60.41e-9,800e-3,75.01e-9,800e-3,158.8e-9,55.35e-9,8.701e-9,800e-3,800e-3,800e-3,800e-3,57.84e-9,800e-3,800e-3,800e-3,65.79e-9,67.89e-9,155.5e-9,800e-3,800e-3,800e-3,800e-3,51.86e-9,800e-3,800e-3,54.67e-9,63.05e-9,800e-3,140.4e-9,800e-3,48.6e-9,800e-3,800e-3,-2.828e-6,89.55e-9,58.35e-9,47.22e-9,60.91e-9,800e-3,73.68e-9,800e-3,116.5e-9,800e-3,68.09e-9,800e-3,800e-3,-71.85e-9,800e-3,800e-3,800e-3,800e-3,800e-3,102.1e-9,65.5e-9,800e-3,48.35e-9,52.53e-9,26.98e-9,59.61e-9,60.12e-9,800e-3,800e-3,66.65e-9,99.13e-9,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,64.6e-9,800e-3,800e-3,43.97e-9,45.27e-9,60.17e-9,800e-3,800e-3,67.22e-9,44.02e-9,76.91e-9,800e-3,54.18e-9,800e-3,74.03e-9,63.89e-9,800e-3,800e-3,800e-3,800e-3,78.23e-9,64.15e-9,44.48e-9,800e-3
32,nom,32,,800e-3,800e-3,800e-3,800e-3,800e-3,50.56e-9,50.62e-9,73.37e-9,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,54.9e-9,800e-3,800e-3,51.36e-9,58.62e-9,72.7e-9,68.73e-9,800e-3,800e-3,129.6e-9,800e-3,68.25e-9,800e-3,46.14e-9,800e-3,800e-3,800e-3,62.19e-9,800e-3,66.12e-9,51.03e-9,76.39e-9,73.25e-9,800e-3,800e-3,58.18e-9,800e-3,800e-3,327.5e-9,800e-3,59.38e-9,47.24e-9,48.09e-9,101.6e-9,800e-3,800e-3,800e-3,119.2e-9,800e-3,61e-9,800e-3,800e-3,58.15e-9,800e-3,77.15e-9,800e-3,800e-3,800e-3,54.14e-9,800e-3,800e-3,800e-3,800e-3,44.86e-9,800e-3,800e-3,43.62e-9,800e-3,92.79e-9,800e-3,800e-3,800e-3,43.36e-9,71.75e-9,800e-3,800e-3,800e-3,75.83e-9,800e-3,800e-3,800e-3,800e-3,800e-3,79.11e-9,72.31e-9,800e-3,45.22e-9,78.3e-9,800e-3,800e-3,46.46e-9,75.45e-9,800e-3,800e-3,800e-3,800e-3,112.3e-9,63.63e-9,41.51e-9,78.1e-9,60.19e-9,800e-3,69.63e-9,103.1e-9,55.57e-9,29e-9,72.01e-9,800e-3,800e-3,48.29e-9,57.64e-9,800e-3,800e-3,800e-3,76.32e-9,58e-9,800e-3,60.75e-9,800e-3,800e-3,800e-3,800e-3,106.6e-9,800e-3
33,nom,33,,157.2e-9,67.46e-9,50.59e-9,800e-3,34.45e-9,333.9e-9,66.57e-9,59.49e-9,800e-3,50.85e-9,800e-3,800e-3,800e-3,800e-3,200.7e-9,800e-3,800e-3,62.03e-9,800e-3,800e-3,-152.5e-9,59.62e-9,707.4e-9,1.9e-9,69.78e-9,800e-3,67.3e-9,800e-3,176.5e-9,62.9e-9,800e-3,800e-3,98.24e-9,800e-3,72.02e-9,54.06e-9,800e-3,53.39e-9,800e-3,800e-3,54.59e-9,120.3e-9,-1.19e-6,78.65e-9,800e-3,64.05e-9,800e-3,61.03e-9,55.5e-9,48.74e-9,64e-9,800e-3,56.09e-9,800e-3,49.52e-9,83.01e-9,38.29e-9,800e-3,800e-3,800e-3,800e-3,800e-3,74.27e-9,59.83e-9,52.04e-9,40.73e-9,46.37e-9,800e-3,800e-3,74.63e-9,800e-3,100.5e-9,800e-3,800e-3,46.53e-9,7.959e-9,800e-3,800e-3,800e-3,-26.24e-9,35.4e-9,800e-3,800e-3,800e-3,52.44e-9,800e-3,800e-3,12.68e-9,-614.9e-9,17.59e-9,51.53e-9,800e-3,-36.62e-9,71.7e-9,142.8e-9,800e-3,44.14e-9,206.6e-9,66.1e-9,68.8e-9,800e-3,800e-3,73.74e-9,54.61e-9,800e-3,800e-3,800e-3,800e-3,800e-3,-23.41e-9,48.02e-9,-57.33e-9,57.43e-9,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,102.4e-9,64.62e-9,96.83e-9,800e-3,55.92e-9,62.07e-9,65.04e-9
34,nom,34,,61.99e-9,224.5e-9,58.49e-9,20.31e-9,800e-3,800e-3,800e-3,800e-3,87.01e-9,800e-3,46.99e-9,800e-3,800e-3,173.4e-9,800e-3,71.6e-9,800e-3,160.3e-9,47.1e-9,800e-3,64.51e-9,107.4e-9,800e-3,800e-3,800e-3,800e-3,140.2e-9,57e-9,90.77e-9,800e-3,16.76e-9,800e-3,800e-3,800e-3,800e-3,800e-3,76.34e-9,800e-3,71.67e-9,52.06e-9,800e-3,800e-3,41.66e-9,39.92e-9,800e-3,74.58e-9,800e-3,70.2e-9,800e-3,800e-3,76.34e-9,800e-3,56.93e-9,800e-3,54.49e-9,-101.6e-12,800e-3,800e-3,59.58e-9,800e-3,132.1e-9,50.07e-9,800e-3,800e-3,800e-3,68.35e-9,182.3e-9,54.79e-9,60.43e-9,74.03e-9,51.09e-9,800e-3,800e-3,44.09e-9,53.97e-9,800e-3,66.84e-9,800e-3,-18.53e-9,800e-3,271.4e-9,800e-3,21.78e-9,43.08e-9,103.1e-9,800e-3,800e-3,99.57e-9,99.16e-9,800e-3,83.26e-9,33.91e-9,82.68e-9,65.74e-9,800e-3,800e-3,800e-3,52.4e-9,800e-3,800e-3,800e-3,800e-3,56.91e-9,-115.5e-9,800e-3,800e-3,57.05e-9,800e-3,800e-3,800e-3,86.48e-9,110.9e-9,800e-3,-30.07e-9,800e-3,800e-3,63.38e-9,800e-3,116e-9,44.69e-9,800e-3,800e-3,800e-3,70.08e-9,800e-3,800e-3,800e-3,800e-3
35,nom,35,,43.1e-9,800e-3,800e-3,88.73e-9,800e-3,800e-3,800e-3,111.8e-9,120.7e-9,-29.24e-9,800e-3,59.28e-9,64.07e-9,45.09e-9,800e-3,800e-3,94.68e-9,54.65e-9,800e-3,102.9e-9,800e-3,80.32e-9,57.26e-9,800e-3,800e-3,45.91e-9,800e-3,800e-3,82.14e-9,800e-3,800e-3,67.69e-9,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,55.58e-9,55.59e-9,800e-3,68.53e-9,800e-3,800e-3,81.6e-9,800e-3,43.17e-9,800e-3,800e-3,73.74e-9,800e-3,50.94e-9,800e-3,63.37e-9,53.33e-9,800e-3,800e-3,47.31e-9,51.28e-9,800e-3,800e-3,52.15e-9,800e-3,800e-3,57.85e-9,800e-3,134.5e-9,58.52e-9,800e-3,800e-3,63.3e-9,50.42e-9,73.45e-9,47.65e-9,800e-3,59.47e-9,49.79e-9,61.78e-9,800e-3,45.55e-9,111.4e-9,800e-3,800e-3,800e-3,800e-3,63.54e-9,55.97e-9,800e-3,800e-3,65.92e-9,73.21e-9,111.4e-9,56.72e-9,44.69e-9,50.64e-9,75.59e-9,800e-3,97.11e-9,49.65e-9,55.61e-9,800e-3,800e-3,73.42e-9,51.68e-9,800e-3,71.16e-9,49.55e-9,88.01e-9,800e-3,800e-3,800e-3,55.56e-9,800e-3,800e-3,105.1e-9,88.05e-9,84.74e-9,800e-3,73.5e-9,800e-3,71.97e-9,800e-3,54.77e-9,59.44e-9,75.14e-9,800e-3
36,nom,36,,800e-3,57.53e-9,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,48.73e-9,58.05e-9,800e-3,55.36e-9,800e-3,55.61e-9,90.14e-9,800e-3,56.56e-9,800e-3,800e-3,78.22e-9,58.09e-9,800e-3,56.37e-9,51.54e-9,800e-3,78.98e-9,50.21e-9,800e-3,72.43e-9,800e-3,65.72e-9,48.88e-9,62.54e-9,61.86e-9,800e-3,78.27e-9,800e-3,800e-3,66.75e-9,83.32e-9,800e-3,64.23e-9,800e-3,800e-3,49.14e-9,800e-3,184.4e-9,-5.6e-9,800e-3,800e-3,800e-3,800e-3,67.33e-9,84.47e-9,800e-3,800e-3,800e-3,800e-3,61.62e-9,800e-3,800e-3,63.03e-9,800e-3,800e-3,65.71e-9,800e-3,800e-3,800e-3,800e-3,800e-3,59.05e-9,48.19e-9,800e-3,800e-3,64.15e-9,67.2e-9,89.59e-9,800e-3,800e-3,56.72e-9,36.5e-9,800e-3,84.22e-9,800e-3,800e-3,800e-3,800e-3,43.77e-9,48.45e-9,800e-3,46.94e-9,800e-3,800e-3,800e-3,59.55e-9,800e-3,800e-3,800e-3,800e-3,64.52e-9,57.05e-9,800e-3,800e-3,800e-3,800e-3,67.52e-9,800e-3,59.57e-9,100.1e-9,800e-3,800e-3,66.76e-9,800e-3,71.61e-9,56.45e-9,9.724e-9,68.49e-9,800e-3,97.77e-9,800e-3,57.63e-9,800e-3,82.76e-9,800e-3,800e-3,74.25e-9,800e-3,71.01e-9
37,nom,37,,800e-3,800e-3,55.56e-9,82.43e-9,50.95e-9,800e-3,82.41e-9,800e-3,800e-3,800e-3,42e-9,800e-3,51.93e-9,75.51e-9,800e-3,66.89e-9,800e-3,140.5e-9,800e-3,800e-3,800e-3,54.08e-9,800e-3,58.69e-9,44.45e-9,800e-3,107.4e-9,800e-3,800e-3,136.9e-9,800e-3,65.28e-9,61.63e-9,800e-3,62.21e-9,800e-3,51.71e-9,800e-3,79.97e-9,62.36e-9,-87.17e-9,125.5e-9,61.49e-9,58.45e-9,800e-3,800e-3,800e-3,-2.847e-9,83.58e-9,800e-3,800e-3,79.99e-9,51.83e-9,53.71e-9,72.59e-9,125.7e-9,800e-3,58.52e-9,800e-3,70.5e-9,48.02e-9,800e-3,60.22e-9,27.84e-9,26.66e-9,70.72e-9,800e-3,133.7e-9,27.9e-9,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,84.38e-9,-1.823e-6,104.3e-9,800e-3,89.97e-9,62.49e-9,800e-3,800e-3,49.83e-9,800e-3,84.97e-9,41.01e-9,800e-3,800e-3,43.66e-9,93.75e-9,58.44e-9,800e-3,800e-3,800e-3,57.31e-9,51.19e-9,32.92e-9,800e-3,-539.7e-9,80.08e-9,57.94e-9,52.25e-9,57.64e-9,800e-3,120.6e-9,41.79e-9,800e-3,58.79e-9,61.21e-9,45.91e-9,800e-3,52.73e-9,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,78.92e-9,67.38e-9,800e-3,800e-3,235e-9
38,nom,38,,800e-3,57.08e-9,800e-3,800e-3,24.43e-9,58.89e-9,44.51e-9,800e-3,800e-3,59.8e-9,91.56e-9,54.7e-9,800e-3,800e-3,53.61e-9,54.39e-9,800e-3,800e-3,800e-3,32.79e-9,54.01e-9,121.9e-9,32.69e-9,800e-3,800e-3,800e-3,54.25e-9,800e-3,800e-3,51.58e-9,78.33e-9,800e-3,80.74e-9,53.7e-9,21.94e-9,800e-3,39.83e-9,56.86e-9,800e-3,800e-3,59.72e-9,800e-3,800e-3,56.71e-9,800e-3,68.19e-9,60.3e-9,800e-3,57.91e-9,-301.4e-9,49.13e-9,800e-3,800e-3,46.82e-9,800e-3,116.5e-9,46.01e-9,800e-3,800e-3,165e-9,800e-3,800e-3,800e-3,155.7e-9,800e-3,800e-3,800e-3,800e-3,800e-3,48.28e-9,61.76e-9,800e-3,55.96e-9,81.49e-9,800e-3,800e-3,69.62e-9,800e-3,800e-3,800e-3,800e-3,800e-3,43.24e-9,800e-3,41.71e-9,30.11e-9,800e-3,800e-3,800e-3,76.52e-9,800e-3,800e-3,68.61e-9,800e-3,800e-3,49.35e-9,60.78e-9,800e-3,64.74e-9,800e-3,800e-3,66.3e-9,800e-3,800e-3,50.77e-9,800e-3,800e-3,800e-3,800e-3,250.5e-9,54.56e-9,71.1e-9,136.8e-9,61.67e-9,48.78e-9,800e-3,800e-3,-24.56e-9,800e-3,800e-3,800e-3,800e-3,800e-3,-2.1e-9,800e-3,800e-3,800e-3,60.13e-9
39,nom,39,,52.74e-9,800e-3,800e-3,62.8e-9,98.32e-9,56.7e-9,800e-3,49.67e-9,800e-3,800e-3,800e-3,800e-3,91.78e-9,84.62e-9,800e-3,800e-3,46.46e-9,800e-3,800e-3,800e-3,800e-3,2.817e-6,800e-3,800e-3,800e-3,800e-3,800e-3,52.64e-9,800e-3,103.7e-9,800e-3,76.38e-9,800e-3,800e-3,69.15e-9,50.18e-9,63.44e-9,50.18e-9,800e-3,800e-3,800e-3,74.38e-9,72.86e-9,800e-3,800e-3,61.92e-9,75.13e-9,800e-3,800e-3,45.92e-9,106.3e-9,800e-3,800e-3,143e-9,61.33e-9,800e-3,800e-3,59.99e-9,-35.97e-9,800e-3,800e-3,800e-3,51.92e-9,114.5e-9,800e-3,-7.082e-9,800e-3,70.41e-9,54.96e-9,800e-3,-43.1e-9,59.4e-9,800e-3,127.6e-9,-38.18e-9,800e-3,-103.8e-9,800e-3,63.26e-9,48.77e-9,71.47e-9,54.66e-9,48.76e-9,79.71e-9,800e-3,78.8e-9,44.57e-9,53.85e-9,800e-3,800e-3,54.77e-9,800e-3,800e-3,77.82e-9,800e-3,800e-3,800e-3,800e-3,52.5e-9,800e-3,128.6e-9,800e-3,63.39e-9,51.01e-9,800e-3,83.46e-9,800e-3,53.52e-9,28.38e-9,53.39e-9,800e-3,21.33e-9,800e-3,800e-3,800e-3,64.66e-9,800e-3,65.6e-9,800e-3,41.61e-9,134.1e-9,43.05e-9,800e-3,45.37e-9,74.38e-9,800e-3,800e-3,800e-3
40,nom,40,,57.42e-9,800e-3,59.57e-9,70.62e-9,170.3e-9,800e-3,800e-3,42.13e-9,800e-3,800e-3,51.56e-9,123.6e-9,158e-9,800e-3,55.69e-9,800e-3,800e-3,128.7e-9,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,37.4e-9,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,93.77e-9,800e-3,59.53e-9,800e-3,800e-3,800e-3,800e-3,52.16e-9,800e-3,800e-3,45.48e-9,142.8e-9,800e-3,47.15e-9,800e-3,-302.3e-9,67.03e-9,800e-3,86.72e-9,51.5e-9,127.9e-9,800e-3,-2.023e-6,132e-9,54.34e-9,98.84e-9,800e-3,800e-3,66.1e-9,800e-3,59.66e-9,53.07e-9,800e-3,800e-3,800e-3,90.49e-9,800e-3,800e-3,800e-3,800e-3,800e-3,62.87e-9,85.64e-9,68.06e-9,54.54e-9,55.22e-9,74.15e-9,88.5e-9,49.15e-9,800e-3,-468.5e-9,-58.64e-9,800e-3,29.11e-9,56.87e-9,58.32e-9,800e-3,800e-3,73.67e-9,85.73e-9,56.58e-9,800e-3,800e-3,54.19e-9,72.13e-9,830.8e-9,800e-3,64.51e-9,49.66e-9,67.74e-9,800e-3,100.8e-9,800e-3,66.85e-9,97.82e-9,51.95e-9,54.33e-9,800e-3,115.5e-9,800e-3,800e-3,47.5e-9,800e-3,800e-3,65.5e-9,51.02e-9,84.9e-9,800e-3,11.8e-9,800e-3,800e-3,800e-3,800e-3
41,nom,41,,50.46e-9,51.09e-9,206.2e-9,433.2e-9,128.1e-9,25.73e-9,97.61e-9,71.59e-9,68.35e-9,143e-9,800e-3,42.92e-9,57.47e-9,81.59e-9,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,44.94e-9,800e-3,800e-3,-187.7e-9,800e-3,66.16e-9,800e-3,161.4e-9,800e-3,53.82e-9,800e-3,895e-12,50.65e-9,11.45e-9,-84.57e-9,66.58e-9,70.35e-9,800e-3,52.29e-9,55.16e-9,800e-3,800e-3,800e-3,37.13e-9,800e-3,800e-3,424.5e-9,66.87e-9,800e-3,800e-3,800e-3,800e-3,29.04e-9,800e-3,800e-3,800e-3,52.1e-9,800e-3,800e-3,800e-3,136.7e-9,47.37e-9,57.38e-9,800e-3,72.49e-9,87.9e-9,800e-3,57.46e-9,800e-3,800e-3,800e-3,52.17e-9,121.8e-9,48.89e-9,93.99e-9,54.1e-9,48e-9,60.17e-9,800e-3,800e-3,800e-3,51.39e-9,63.98e-9,70.84e-9,800e-3,800e-3,800e-3,82.64e-9,800e-3,800e-3,-120.5e-9,800e-3,68.87e-9,22.91e-9,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,51.63e-9,65.62e-9,111.8e-9,800e-3,800e-3,25.47e-9,800e-3,154.3e-9,800e-3,800e-3,112.4e-9,800e-3,58.8e-9,800e-3,50e-9,800e-3,63.61e-9,800e-3,800e-3,800e-3,800e-3,-104.6e-9,800e-3,800e-3,78.89e-9,98.21e-9,800e-3,119.8e-9
42,nom,42,,800e-3,-95.04e-9,43.11e-9,113e-9,800e-3,89.71e-9,800e-3,800e-3,800e-3,800e-3,49.4e-9,15.62e-9,63.45e-9,61.25e-9,52.7e-9,76.83e-9,83.85e-9,91.4e-9,800e-3,74.83e-9,56.37e-9,-82.7e-9,800e-3,102.4e-9,800e-3,800e-3,88.78e-9,800e-3,800e-3,49.44e-9,4.189e-9,800e-3,58.83e-9,102.9e-9,50.4e-9,800e-3,89.55e-9,800e-3,800e-3,800e-3,63.6e-9,-23.79e-9,96.58e-9,800e-3,135.9e-9,73.06e-9,800e-3,800e-3,68.28e-9,-3.048e-6,32.71e-9,800e-3,800e-3,800e-3,92.46e-9,69.22e-9,800e-3,800e-3,46.36e-9,42.19e-9,59.88e-9,55.32e-9,103.5e-9,54.93e-9,52.54e-9,800e-3,800e-3,800e-3,63.1e-9,800e-3,80.56e-9,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,68.61e-9,800e-3,54.34e-9,48.97e-9,61.39e-9,67.44e-9,800e-3,49.89e-9,800e-3,54.26e-9,800e-3,800e-3,800e-3,800e-3,800e-3,48.04e-9,800e-3,50.1e-9,800e-3,61.69e-9,56.27e-9,800e-3,130.5e-9,60.61e-9,56.75e-9,800e-3,800e-3,800e-3,77.41e-9,800e-3,71.58e-9,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,91.65e-9,56.71e-9,56.68e-9,30.3e-9,49.09e-9,800e-3,800e-3,70.97e-9,93.84e-9,50.83e-9
43,nom,43,,800e-3,800e-3,800e-3,800e-3,110e-9,62.74e-9,800e-3,800e-3,800e-3,800e-3,800e-3,81.36e-9,800e-3,800e-3,74.11e-9,800e-3,800e-3,59.67e-9,54.81e-9,800e-3,800e-3,64.89e-9,59.27e-9,800e-3,51.57e-9,800e-3,70.78e-9,800e-3,800e-3,800e-3,90.43e-9,56.53e-9,800e-3,48.3e-9,800e-3,800e-3,800e-3,800e-3,89.92e-9,800e-3,800e-3,49.48e-9,-2.236e-9,46.69e-9,800e-3,800e-3,-170.9e-9,82.93e-9,232e-9,246.1e-9,60.15e-9,800e-3,800e-3,71.76e-9,800e-3,800e-3,800e-3,54.01e-9,65.9e-9,62.67e-9,800e-3,800e-3,800e-3,800e-3,800e-3,51.82e-9,800e-3,48.87e-9,800e-3,58.19e-9,800e-3,800e-3,60.74e-9,104.9e-9,77.05e-9,63.4e-9,78.92e-9,800e-3,48e-9,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,95.71e-9,800e-3,49.65e-9,800e-3,64.51e-9,63.14e-9,800e-3,800e-3,65.09e-9,90.41e-9,97.23e-9,45.74e-9,800e-3,63.18e-9,800e-3,86.16e-9,78.8e-9,800e-3,96.87e-9,60.8e-9,53.74e-9,24.53e-9,800e-3,94.19e-9,54.21e-9,800e-3,43.82e-9,800e-3,52.11e-9,58.92e-9,800e-3,800e-3,101.5e-9,49.57e-9,800e-3,800e-3,800e-3,63.32e-9,800e-3,51.4e-9,27.18e-9,99.41e-9,800e-3
44,nom,44,,108.6e-9,800e-3,50.52e-9,51.88e-9,800e-3,45.97e-9,800e-3,49.1e-9,54.74e-9,800e-3,91.65e-9,800e-3,800e-3,800e-3,73.24e-9,59.03e-9,800e-3,800e-3,-112.9e-9,67.63e-9,106.6e-9,71.3e-9,77.25e-9,84.05e-9,800e-3,41.55e-9,800e-3,71.87e-9,800e-3,800e-3,118.1e-9,800e-3,800e-3,800e-3,127.9e-9,800e-3,800e-3,49.02e-9,800e-3,76.83e-9,49.39e-9,800e-3,41.21e-9,52.26e-9,61.1e-9,800e-3,119.8e-9,118.5e-9,32.5e-9,72.9e-9,800e-3,800e-3,71.07e-9,800e-3,800e-3,47.19e-9,119.2e-9,48.03e-9,800e-3,58.51e-9,800e-3,59.71e-9,800e-3,86.26e-9,800e-3,800e-3,800e-3,68.82e-9,79.62e-9,55.76e-9,800e-3,43.13e-9,800e-3,800e-3,70.34e-9,79.24e-9,26.69e-9,800e-3,800e-3,800e-3,50.51e-9,800e-3,800e-3,800e-3,800e-3,46.44e-9,800e-3,249e-9,71.3e-9,800e-3,800e-3,42.79e-9,800e-3,800e-3,800e-3,56.85e-9,56.34e-9,35.64e-9,57.85e-9,800e-3,800e-3,34.63e-9,800e-3,800e-3,70.66e-9,800e-3,800e-3,30.11e-9,76.09e-9,800e-3,47.9e-9,51.2e-9,108.3e-9,62.9e-9,800e-3,800e-3,60.27e-9,800e-3,800e-3,800e-3,73.41e-9,44.22e-9,800e-3,-723.5e-9,-6.12e-9,800e-3,59.12e-9,800e-3
