Point,Corner,mc_iteration,Pass/Fail,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112,E113,E114,E115,E116,E117,E118,E119,E120,E121,E122,E123,E124,E125,E126,E127
62,nom,62,,61.72e-9,800e-3,56.74e-9,-2.32e-9,800e-3,800e-3,86.94e-9,800e-3,800e-3,57.67e-9,800e-3,800e-3,800e-3,48.74e-9,800e-3,800e-3,800e-3,69.87e-9,51.08e-9,800e-3,99.67e-9,800e-3,60.47e-9,48.28e-9,114.3e-9,800e-3,82.89e-9,800e-3,31.86e-9,800e-3,59.71e-9,800e-3,800e-3,95.21e-9,74.82e-9,56.75e-9,46.08e-9,75.72e-9,82.61e-9,800e-3,800e-3,52.72e-9,800e-3,87.5e-9,50.91e-9,800e-3,53.02e-9,82.58e-9,800e-3,800e-3,800e-3,800e-3,49.43e-9,65.38e-9,800e-3,96.2e-9,52.35e-9,65.62e-9,65.57e-9,800e-3,51.43e-9,55.59e-9,800e-3,800e-3,89.65e-9,64.83e-9,800e-3,800e-3,800e-3,800e-3,800e-3,12.89e-9,56.82e-9,800e-3,800e-3,70.3e-9,65.17e-9,800e-3,800e-3,46.44e-9,800e-3,800e-3,800e-3,800e-3,-40.46e-9,800e-3,59.68e-9,58.59e-9,800e-3,33.85e-9,800e-3,82.6e-9,66.04e-9,800e-3,52.92e-9,76.21e-9,61.44e-9,800e-3,80.58e-9,800e-3,800e-3,800e-3,800e-3,800e-3,35.69e-9,35.92e-9,50.97e-9,30.15e-9,111e-9,800e-3,800e-3,800e-3,800e-3,26.45e-9,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,57.7e-9,800e-3,54.44e-9,800e-3,800e-3,800e-3,50.48e-9,50.83e-9
63,nom,63,,800e-3,800e-3,800e-3,70.29e-9,68.44e-9,800e-3,800e-3,53.67e-9,76.89e-9,800e-3,800e-3,38.86e-9,800e-3,800e-3,70.25e-9,800e-3,800e-3,800e-3,66.66e-9,48.19e-9,800e-3,68.47e-9,800e-3,800e-3,49.77e-9,53.06e-9,43.06e-9,83.96e-9,800e-3,800e-3,91.94e-9,800e-3,800e-3,800e-3,48.87e-9,75.27e-9,800e-3,800e-3,800e-3,59.02e-9,47.97e-9,800e-3,800e-3,800e-3,84.04e-9,48.45e-9,75.56e-9,800e-3,61.17e-9,60.89e-9,70.26e-9,800e-3,70.96e-9,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,98.15e-9,800e-3,800e-3,60.82e-9,800e-3,800e-3,49.84e-9,53.43e-9,800e-3,76.32e-9,55.95e-9,55.62e-9,-5.751e-6,800e-3,800e-3,800e-3,57.86e-9,110.5e-9,800e-3,87.11e-9,800e-3,800e-3,67.18e-9,800e-3,57.16e-9,85.31e-9,66.01e-9,84.74e-9,800e-3,800e-3,157.9e-9,49.79e-9,800e-3,49.91e-9,800e-3,800e-3,800e-3,800e-3,54.68e-9,800e-3,73.66e-9,111.1e-9,45.04e-9,80.72e-9,47.71e-9,800e-3,57.84e-9,800e-3,101.9e-9,58.34e-9,800e-3,66.73e-9,46.39e-9,800e-3,800e-3,80.15e-9,800e-3,52.04e-9,800e-3,51.15e-9,34.65e-9,800e-3,800e-3,79.22e-9,800e-3,800e-3,51.32e-9,800e-3,800e-3
64,nom,64,,79.68e-9,95.43e-9,95.2e-9,62.89e-9,62.85e-9,70e-9,800e-3,84.83e-9,70.5e-9,68e-9,104.8e-9,46.34e-9,800e-3,800e-3,50.25e-9,48.67e-9,52.77e-9,800e-3,800e-3,62.89e-9,800e-3,800e-3,38.72e-9,800e-3,98.7e-9,800e-3,119e-9,800e-3,53.81e-9,800e-3,800e-3,50.11e-9,446.4e-9,800e-3,53.58e-9,87.5e-9,49.34e-9,800e-3,71.84e-9,-70.89e-9,54.53e-9,800e-3,800e-3,800e-3,800e-3,57.65e-9,90.31e-9,800e-3,800e-3,800e-3,800e-3,68.28e-9,800e-3,78.52e-9,800e-3,49.57e-9,800e-3,800e-3,23.18e-9,800e-3,57.96e-9,90.4e-9,800e-3,800e-3,65.15e-9,119.8e-9,78.28e-9,66.96e-9,800e-3,48.23e-9,52.62e-9,73.96e-9,800e-3,800e-3,46.74e-9,102.5e-9,44.26e-9,800e-3,32.76e-9,800e-3,88.27e-9,92.1e-9,800e-3,800e-3,800e-3,800e-3,67.78e-9,800e-3,800e-3,66.69e-9,77.47e-9,800e-3,800e-3,37.42e-9,800e-3,379.4e-9,800e-3,800e-3,800e-3,800e-3,63.32e-9,59.83e-9,35.84e-9,42.71e-9,61.98e-9,800e-3,48.65e-9,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,58.93e-9,800e-3,-66.37e-9,800e-3,800e-3,800e-3,64.73e-9,69.35e-9,800e-3,800e-3,74.38e-9,63.27e-9,800e-3,62.73e-9,800e-3
65,nom,65,,800e-3,800e-3,800e-3,800e-3,800e-3,54.52e-9,800e-3,800e-3,47.68e-9,65.77e-9,800e-3,800e-3,59.59e-9,800e-3,800e-3,800e-3,800e-3,800e-3,81.7e-9,800e-3,800e-3,102.8e-9,-1.698e-6,89.12e-9,800e-3,50.74e-9,800e-3,545.7e-9,800e-3,79.26e-9,73.72e-9,800e-3,800e-3,24.59e-9,77.99e-9,800e-3,55.49e-9,52.95e-9,800e-3,46.98e-9,70.19e-9,57.69e-9,800e-3,119.2e-9,800e-3,86.15e-9,800e-3,800e-3,121.6e-9,74.13e-9,41.79e-9,800e-3,68.57e-9,800e-3,70.89e-9,70.5e-9,75.43e-9,47.25e-9,800e-3,67.05e-9,800e-3,800e-3,44.78e-9,800e-3,82.17e-9,57.45e-9,800e-3,47.12e-9,106.5e-9,800e-3,800e-3,800e-3,44.93e-9,800e-3,2.642e-9,800e-3,132.1e-9,800e-3,90.61e-9,800e-3,800e-3,800e-3,50.99e-9,54.01e-9,64.54e-9,60.57e-9,85.24e-9,124.9e-9,69.75e-9,800e-3,52.54e-9,-42.1e-9,41.38e-9,800e-3,51.35e-9,800e-3,800e-3,800e-3,158.8e-9,70.11e-9,800e-3,800e-3,800e-3,45.46e-9,800e-3,52.66e-9,65.21e-9,73.7e-9,18.8e-9,800e-3,63.09e-9,44.59e-9,800e-3,800e-3,136.9e-9,53.58e-9,55.71e-9,65.29e-9,46.2e-9,96.6e-9,48.3e-9,55.67e-9,800e-3,87.64e-9,800e-3,72.74e-9,64.03e-9,45.38e-9
66,nom,66,,800e-3,47.45e-9,800e-3,64.04e-9,800e-3,800e-3,79.7e-9,64.26e-9,800e-3,800e-3,800e-3,55.09e-9,50.95e-9,81.23e-9,800e-3,58.13e-9,800e-3,800e-3,63.7e-9,800e-3,800e-3,44.01e-9,800e-3,54.64e-9,800e-3,800e-3,53.77e-9,800e-3,61.94e-9,800e-3,800e-3,800e-3,69.76e-9,54.65e-9,72.04e-9,45.17e-9,800e-3,89.67e-9,800e-3,56.28e-9,800e-3,800e-3,57.63e-9,800e-3,800e-3,800e-3,72.65e-9,800e-3,800e-3,800e-3,58.64e-9,800e-3,59.71e-9,800e-3,800e-3,56e-9,800e-3,-10.94e-9,77.26e-9,800e-3,800e-3,72.2e-9,54.18e-9,110.6e-9,800e-3,53.61e-9,800e-3,78.17e-9,800e-3,46.47e-9,800e-3,59.55e-9,95.14e-9,94.91e-9,800e-3,48.36e-9,53.63e-9,-2.431e-6,800e-3,63.39e-9,67.91e-9,44.26e-9,82.29e-9,800e-3,800e-3,800e-3,54.95e-9,66.97e-9,800e-3,800e-3,93.93e-9,800e-3,54.94e-9,60.32e-9,60.7e-9,82.97e-9,800e-3,68.17e-9,75.03e-9,800e-3,800e-3,76.06e-9,54.19e-9,800e-3,300.8e-9,800e-3,800e-3,800e-3,82.6e-9,56.94e-9,800e-3,571.2e-9,52.97e-9,67.57e-9,85.6e-9,800e-3,800e-3,800e-3,80.2e-9,800e-3,800e-3,67.37e-9,800e-3,58.8e-9,800e-3,800e-3,800e-3,800e-3
67,nom,67,,800e-3,800e-3,69.09e-9,55.05e-9,50.65e-9,800e-3,800e-3,50.94e-9,800e-3,800e-3,71.36e-9,800e-3,800e-3,800e-3,800e-3,800e-3,111.8e-9,52.01e-9,800e-3,62.95e-9,63.86e-9,800e-3,63.3e-9,75.74e-9,800e-3,800e-3,800e-3,45.29e-9,800e-3,48.22e-9,800e-3,800e-3,800e-3,800e-3,800e-3,207.3e-9,800e-3,161.6e-9,800e-3,82.16e-9,800e-3,51.68e-9,99.29e-9,100.2e-9,800e-3,50.57e-9,800e-3,800e-3,800e-3,120e-9,800e-3,57.96e-9,800e-3,44.4e-9,69.75e-9,800e-3,66.31e-9,800e-3,800e-3,800e-3,61.25e-9,800e-3,800e-3,800e-3,800e-3,58.36e-9,800e-3,800e-3,107.2e-9,800e-3,97.57e-9,800e-3,800e-3,56.94e-9,800e-3,800e-3,800e-3,73.17e-9,800e-3,800e-3,800e-3,800e-3,57.76e-9,45.6e-9,79.04e-9,52.35e-9,800e-3,49.8e-9,56.58e-9,800e-3,51.91e-9,84.15e-9,800e-3,95.37e-9,800e-3,55.33e-9,69.82e-9,800e-3,52.67e-9,800e-3,800e-3,800e-3,800e-3,800e-3,74.03e-9,37.93e-9,47.17e-9,66.23e-9,54.15e-9,800e-3,58.5e-9,58.18e-9,800e-3,800e-3,800e-3,55.4e-9,800e-3,64.08e-9,59.85e-9,57.25e-9,70.07e-9,67.64e-9,800e-3,800e-3,74.68e-9,800e-3,800e-3,800e-3
68,nom,68,,800e-3,57.73e-9,65.82e-9,44.35e-9,77.79e-9,800e-3,800e-3,65.38e-9,51.11e-9,-494.1e-9,800e-3,88.3e-9,55.89e-9,800e-3,137.2e-9,800e-3,64.62e-9,800e-3,800e-3,55.94e-9,800e-3,84.84e-9,800e-3,800e-3,85.98e-9,800e-3,42.83e-9,800e-3,82.62e-9,71.21e-9,800e-3,800e-3,62.47e-9,64.11e-9,66.2e-9,800e-3,61.77e-9,41.39e-9,800e-3,74.42e-9,47.98e-9,15.14e-9,91.64e-9,65.13e-9,111.8e-9,800e-3,800e-3,50.09e-9,800e-3,800e-3,98.66e-9,800e-3,19.95e-9,800e-3,64.61e-9,800e-3,800e-3,800e-3,187.9e-9,800e-3,800e-3,800e-3,91.11e-9,47.92e-9,800e-3,800e-3,800e-3,61.06e-9,800e-3,72.6e-9,800e-3,47.28e-9,56.63e-9,79.72e-9,800e-3,800e-3,90.21e-9,76e-9,800e-3,800e-3,70.83e-9,61.65e-9,800e-3,800e-3,800e-3,82.22e-9,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,173.8e-9,800e-3,21.92e-9,-84.99e-9,800e-3,800e-3,50.94e-9,60.19e-9,58.59e-9,74.72e-9,85.59e-9,800e-3,800e-3,800e-3,800e-3,45.8e-9,800e-3,43.3e-9,800e-3,800e-3,67.76e-9,47.53e-9,65e-9,72.82e-9,72.23e-9,43.93e-9,800e-3,137.1e-9,800e-3,40.35e-9,110.9e-9,67.77e-9,69.3e-9,71.7e-9,800e-3,47.86e-9
69,nom,69,,800e-3,141.4e-9,28.78e-9,20.9e-9,800e-3,56.84e-9,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,81.5e-9,598.5e-9,11.73e-9,23.81e-9,800e-3,34.82e-9,800e-3,800e-3,50.55e-9,800e-3,67.31e-9,35.11e-9,800e-3,61.58e-9,800e-3,-97.79e-9,200.6e-9,49.03e-9,71.17e-9,800e-3,800e-3,800e-3,800e-3,52.54e-9,89.71e-9,89.37e-9,86.84e-9,800e-3,800e-3,800e-3,63.33e-9,-15.46e-9,62.4e-9,60.94e-9,47.41e-9,800e-3,800e-3,49.84e-9,800e-3,4.83e-6,800e-3,81.53e-9,800e-3,800e-3,142.8e-9,800e-3,52.31e-9,800e-3,355.9e-12,800e-3,800e-3,800e-3,-86.13e-9,91.78e-9,800e-3,139.3e-9,800e-3,800e-3,800e-3,800e-3,-5.323e-9,800e-3,800e-3,104e-9,61.28e-9,800e-3,39.19e-9,128.8e-9,800e-3,800e-3,800e-3,85.88e-9,800e-3,127.8e-9,62.44e-9,54.19e-9,800e-3,111.1e-9,64.52e-9,800e-3,82.38e-9,68.84e-9,800e-3,800e-3,800e-3,60.93e-9,800e-3,44.52e-9,88.15e-9,41.94e-9,800e-3,800e-3,800e-3,182.4e-9,800e-3,800e-3,33.38e-9,800e-3,73.14e-9,800e-3,800e-3,67.34e-9,800e-3,800e-3,800e-3,81.27e-9,800e-3,71.59e-9,66.34e-9,81.91e-9,800e-3,800e-3,48.62e-9,88.33e-9,114.3e-9,800e-3
70,nom,70,,800e-3,800e-3,800e-3,800e-3,46.43e-9,75.98e-9,76.78e-9,800e-3,800e-3,800e-3,63.33e-9,70.48e-9,800e-3,77.06e-9,78.62e-9,800e-3,57.48e-9,54.92e-9,59.3e-9,800e-3,58.57e-9,67.95e-9,861.3e-9,800e-3,48.54e-9,75.64e-9,39.58e-9,69.09e-9,86.45e-9,800e-3,43.82e-9,54.99e-9,800e-3,53.49e-9,800e-3,46.36e-9,800e-3,50.98e-9,800e-3,800e-3,800e-3,800e-3,51.28e-9,83.29e-9,800e-3,65.26e-9,81.72e-9,800e-3,98.17e-9,800e-3,60.66e-9,800e-3,62.84e-9,800e-3,54.23e-9,65.69e-9,800e-3,52.41e-9,52.19e-9,61.99e-9,291.1e-9,70.48e-9,800e-3,46.04e-9,800e-3,48.62e-9,-15.81e-9,800e-3,81.2e-9,800e-3,800e-3,88.65e-9,64.88e-9,800e-3,52.66e-9,76.47e-9,800e-3,80.23e-9,800e-3,48.44e-9,800e-3,46.41e-9,133e-9,50.73e-9,1.135e-6,82.69e-9,800e-3,800e-3,800e-3,800e-3,800e-3,59.12e-9,90.58e-9,800e-3,59.44e-9,73.9e-9,60.5e-9,75.88e-9,800e-3,56.2e-9,800e-3,800e-3,62.59e-9,69.19e-9,800e-3,65.12e-9,52.86e-9,41.79e-9,52.99e-9,74.33e-9,800e-3,800e-3,21.36e-9,800e-3,800e-3,94.14e-9,60.09e-9,800e-3,800e-3,800e-3,51.7e-9,54.35e-9,53.78e-9,800e-3,800e-3,88.45e-9,800e-3,56.67e-9
71,nom,71,,67.67e-9,77.36e-9,800e-3,800e-3,800e-3,800e-3,56.1e-9,800e-3,800e-3,54.72e-9,800e-3,59.87e-9,800e-3,800e-3,800e-3,43.04e-9,800e-3,82.95e-9,800e-3,69.08e-9,800e-3,50.65e-9,40.79e-9,62.18e-9,800e-3,55.4e-9,800e-3,800e-3,800e-3,60.09e-9,65.84e-9,73.98e-9,800e-3,800e-3,182.1e-9,800e-3,800e-3,800e-3,47.94e-9,800e-3,800e-3,98.52e-9,800e-3,800e-3,52.98e-9,800e-3,800e-3,53.9e-9,68.22e-9,800e-3,800e-3,43.87e-9,45.28e-9,45.88e-9,800e-3,45.9e-9,65.86e-9,800e-3,800e-3,46.4e-9,800e-3,800e-3,800e-3,82.26e-9,57.09e-9,800e-3,52.42e-9,800e-3,57.08e-9,800e-3,88.3e-9,57.01e-9,800e-3,44.57e-9,800e-3,53.05e-9,51.55e-9,800e-3,77.48e-9,800e-3,800e-3,134.3e-9,62.72e-9,800e-3,52.5e-9,800e-3,800e-3,800e-3,69e-9,152.3e-9,800e-3,800e-3,800e-3,800e-3,800e-3,52.22e-9,66.68e-9,51.35e-9,800e-3,800e-3,48.94e-9,800e-3,800e-3,48.28e-9,64.36e-9,49.87e-9,800e-3,800e-3,800e-3,800e-3,60.91e-9,69.23e-9,80.51e-9,800e-3,38.2e-9,800e-3,800e-3,114.9e-9,60.19e-9,57.79e-9,57.17e-9,800e-3,69.84e-9,85.08e-9,45.08e-9,800e-3,800e-3,79.86e-9
72,nom,72,,54.62e-9,800e-3,78.7e-9,76.81e-9,45.72e-9,77.87e-9,67.14e-9,800e-3,800e-3,64.32e-9,50.32e-9,80.38e-9,66.69e-9,800e-3,800e-3,56.41e-9,75.74e-9,29.24e-9,45.4e-9,47.65e-9,61.48e-9,52.94e-9,800e-3,800e-3,38.89e-9,800e-3,800e-3,307.5e-9,51.79e-9,800e-3,800e-3,800e-3,71.33e-9,800e-3,64.48e-9,9.39e-9,76.94e-9,800e-3,800e-3,72.59e-9,50.82e-9,800e-3,800e-3,800e-3,44.89e-9,800e-3,50.49e-9,41.11e-9,800e-3,800e-3,60e-9,800e-3,800e-3,800e-3,66.55e-9,60.95e-9,108.6e-9,102.1e-9,41.59e-9,800e-3,800e-3,800e-3,800e-3,800e-3,78.06e-9,78.43e-9,800e-3,52.48e-9,49.41e-9,800e-3,800e-3,68.5e-9,67.88e-9,117e-9,800e-3,800e-3,800e-3,800e-3,64.3e-9,342.4e-9,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,93.74e-9,76.62e-9,110.8e-9,103.6e-9,55.4e-9,57.2e-9,49.96e-9,800e-3,58.21e-9,335.8e-9,14.48e-9,800e-3,800e-3,71.45e-9,70.44e-9,65.95e-9,800e-3,800e-3,70.73e-9,248.3e-9,58.16e-9,80.16e-9,800e-3,800e-3,223.3e-9,800e-3,800e-3,800e-3,55.06e-9,82.6e-9,54.77e-9,70.47e-9,800e-3,82.89e-9,42.3e-9,800e-3,800e-3,74.18e-9,58.84e-9,99e-9,43.54e-9,800e-3
73,nom,73,,800e-3,-35.16e-9,800e-3,800e-3,64.36e-9,800e-3,84.49e-9,35.65e-9,34e-9,48.49e-9,800e-3,800e-3,45.58e-9,50.93e-9,112.2e-9,299.4e-9,46.28e-9,43.84e-9,800e-3,800e-3,98.5e-9,800e-3,61.7e-9,76.85e-9,800e-3,800e-3,45.39e-9,103.4e-9,800e-3,45.04e-9,45.87e-9,800e-3,800e-3,87.24e-9,800e-3,800e-3,-1.122e-6,800e-3,91.56e-9,800e-3,105.4e-9,800e-3,76.06e-9,-19.54e-9,61.29e-9,56.33e-9,80.34e-9,47.74e-9,82.93e-9,800e-3,55.48e-9,800e-3,800e-3,109.4e-9,800e-3,129.2e-9,60.08e-9,82.64e-9,800e-3,800e-3,7.529e-9,147.7e-9,57.52e-9,71.41e-9,800e-3,800e-3,800e-3,204.9e-9,42.11e-9,199.2e-9,800e-3,47.79e-9,48.17e-9,800e-3,800e-3,58.77e-9,48.31e-9,800e-3,61.24e-9,66.9e-9,83.18e-9,800e-3,800e-3,800e-3,800e-3,52.98e-9,57.33e-9,800e-3,800e-3,60.68e-9,-300.4e-9,84.08e-9,800e-3,53.43e-9,800e-3,49.68e-9,65.13e-9,800e-3,38.7e-9,800e-3,800e-3,800e-3,97.89e-9,79.02e-9,-21.63e-9,800e-3,800e-3,800e-3,48.45e-9,800e-3,47.54e-9,-51.75e-9,191.3e-9,46.78e-9,800e-3,56.23e-9,800e-3,800e-3,800e-3,800e-3,800e-3,126.6e-9,185.9e-9,800e-3,800e-3,67.97e-9,59.57e-9,800e-3
74,nom,74,,32.18e-9,62.97e-9,800e-3,800e-3,800e-3,800e-3,800e-3,53.93e-9,132.5e-9,800e-3,800e-3,125.6e-9,800e-3,800e-3,51.15e-9,800e-3,1.905e-9,800e-3,73.17e-9,-329.8e-9,800e-3,800e-3,800e-3,66.02e-9,17.04e-9,800e-3,800e-3,247e-9,90.95e-9,800e-3,82.61e-9,800e-3,24.29e-9,800e-3,56.96e-9,51.96e-9,800e-3,69.4e-9,70.2e-9,120.4e-9,800e-3,80.72e-9,142.1e-9,70.88e-9,800e-3,54.05e-9,800e-3,800e-3,130.2e-9,800e-3,46.09e-9,58.19e-9,64.45e-9,800e-3,800e-3,800e-3,800e-3,800e-3,68.36e-9,5.851e-9,81.77e-9,800e-3,800e-3,800e-3,43.48e-9,48.35e-9,40.65e-9,800e-3,800e-3,80.65e-9,50.38e-9,800e-3,800e-3,74.28e-9,800e-3,800e-3,800e-3,88.9e-9,800e-3,800e-3,800e-3,800e-3,53.34e-9,800e-3,68.97e-9,107.8e-9,800e-3,111.9e-9,46.32e-9,800e-3,800e-3,800e-3,80.13e-9,43.8e-9,108.3e-9,800e-3,85.2e-9,47.1e-9,800e-3,800e-3,108.5e-9,5.603e-9,800e-3,800e-3,800e-3,800e-3,800e-3,132e-9,800e-3,73e-9,800e-3,7.625e-9,62.84e-9,800e-3,31.57e-9,800e-3,66.08e-9,152.1e-9,84.25e-9,800e-3,800e-3,800e-3,800e-3,64.19e-9,800e-3,54.67e-9,800e-3,800e-3
75,nom,75,,800e-3,800e-3,57.16e-9,71.41e-9,83.75e-9,800e-3,800e-3,800e-3,800e-3,800e-3,90.85e-9,800e-3,53.77e-9,50.47e-9,800e-3,800e-3,73.75e-9,62.41e-9,-4.863e-9,800e-3,800e-3,269.6e-9,51.12e-9,46.99e-9,800e-3,64.53e-9,800e-3,-77.71e-9,800e-3,76.53e-9,74.14e-9,800e-3,800e-3,52.48e-9,800e-3,800e-3,46.92e-9,800e-3,13.59e-9,800e-3,800e-3,51.96e-9,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,55.96e-9,60.53e-9,800e-3,800e-3,483.2e-9,56.16e-9,800e-3,800e-3,117e-9,67.34e-9,800e-3,800e-3,800e-3,55.79e-9,48.42e-9,87.77e-9,64.57e-9,800e-3,800e-3,800e-3,97.22e-9,113.6e-9,64.49e-9,800e-3,800e-3,800e-3,53.19e-9,52.1e-9,58.98e-9,56.99e-9,57.07e-9,58.06e-9,70.01e-9,69.14e-9,800e-3,34.64e-9,800e-3,800e-3,800e-3,77.15e-9,800e-3,82.35e-9,70.08e-9,800e-3,57.42e-9,60.96e-9,800e-3,98.11e-9,800e-3,800e-3,58.12e-9,75.82e-9,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,141.7e-9,75.96e-9,800e-3,65.73e-9,59.62e-9,55.19e-9,93.41e-9,74.85e-9,57.23e-9,51.5e-9,800e-3,800e-3,55.8e-9,800e-3,65.84e-9,52.86e-9,800e-3,800e-3,68.87e-9,800e-3,800e-3,43.42e-9
76,nom,76,,87.9e-9,800e-3,63.82e-9,34.28e-9,800e-3,800e-3,76.27e-9,59.65e-9,72.15e-9,800e-3,91.24e-9,80.68e-9,87.91e-9,245.3e-9,56.73e-9,72.49e-9,800e-3,58.29e-9,800e-3,49.78e-9,64.64e-9,60.06e-9,64.89e-9,59.02e-9,62.77e-9,49.16e-9,800e-3,800e-3,800e-3,87.64e-9,94.41e-9,65.89e-9,66.9e-9,55.45e-9,52.25e-9,56.05e-9,101e-9,56.95e-9,800e-3,800e-3,-184.3e-9,800e-3,50.13e-9,34.77e-9,800e-3,80.07e-9,800e-3,800e-3,81.11e-9,50.84e-9,800e-3,58.02e-9,800e-3,800e-3,50e-9,58.2e-9,71.15e-9,800e-3,78.21e-9,52.08e-9,-8.966e-9,6.222e-9,58.97e-9,800e-3,58.8e-9,800e-3,57.77e-9,800e-3,81.05e-9,800e-3,800e-3,41.48e-9,800e-3,800e-3,800e-3,46.48e-9,800e-3,64.94e-9,38.06e-9,47.39e-9,800e-3,800e-3,58e-9,51.71e-9,150.9e-9,800e-3,800e-3,800e-3,97.81e-9,800e-3,800e-3,51.98e-9,800e-3,59.91e-9,800e-3,62.13e-9,800e-3,800e-3,51.61e-9,51.02e-9,800e-3,77.57e-9,53.91e-9,46.94e-9,800e-3,800e-3,800e-3,126.9e-9,800e-3,800e-3,800e-3,47.25e-9,800e-3,800e-3,79.09e-9,800e-3,800e-3,32.04e-9,113.9e-9,800e-3,800e-3,103.5e-9,57.62e-9,800e-3,800e-3,800e-3,800e-3,800e-3
77,nom,77,,800e-3,60.44e-9,800e-3,800e-3,62.55e-9,800e-3,32.94e-9,800e-3,800e-3,800e-3,88.15e-9,152.1e-9,800e-3,40.83e-9,800e-3,63.08e-9,69.05e-9,800e-3,47.34e-9,800e-3,800e-3,61.61e-9,800e-3,800e-3,800e-3,2.551e-6,50.89e-9,59.75e-9,53.98e-9,800e-3,800e-3,800e-3,800e-3,83.15e-9,800e-3,51.37e-9,59.77e-9,800e-3,800e-3,800e-3,61.59e-9,800e-3,69.47e-9,800e-3,800e-3,82.55e-9,44.57e-9,75.55e-9,800e-3,64.92e-9,70.29e-9,800e-3,67.43e-9,800e-3,800e-3,800e-3,800e-3,50.26e-9,800e-3,800e-3,800e-3,62.25e-9,800e-3,54.77e-9,800e-3,800e-3,800e-3,57.6e-9,-187.7e-9,800e-3,59.98e-9,800e-3,41.86e-9,800e-3,800e-3,47.3e-9,69.58e-9,40.92e-9,800e-3,800e-3,153.4e-9,800e-3,-80.89e-9,800e-3,800e-3,50.85e-9,800e-3,800e-3,800e-3,81.01e-9,800e-3,800e-3,800e-3,800e-3,62.1e-9,800e-3,-117.1e-9,54.07e-9,45.91e-9,800e-3,55.37e-9,72.4e-9,800e-3,98.74e-9,56.66e-9,92.92e-9,800e-3,800e-3,59.82e-9,51.41e-9,53.9e-9,66.92e-9,75.17e-9,800e-3,800e-3,800e-3,56.59e-9,46.91e-9,50.54e-9,28.32e-9,62.98e-9,800e-3,800e-3,800e-3,800e-3,47.5e-9,50.01e-9,800e-3
78,nom,78,,800e-3,800e-3,73.9e-9,800e-3,70.02e-9,92.37e-9,61.78e-9,55.34e-9,61.29e-9,-29.37e-9,800e-3,56.45e-9,800e-3,800e-3,78.74e-9,800e-3,800e-3,800e-3,800e-3,42.77e-9,800e-3,800e-3,800e-3,800e-3,52.43e-9,71.31e-9,800e-3,800e-3,48.05e-9,800e-3,800e-3,82.72e-9,800e-3,800e-3,800e-3,800e-3,56.81e-9,800e-3,44.14e-9,800e-3,74.6e-9,800e-3,800e-3,800e-3,53.42e-9,800e-3,74.26e-9,800e-3,800e-3,800e-3,57.82e-9,52.7e-9,800e-3,800e-3,800e-3,800e-3,63.4e-9,800e-3,98.54e-9,800e-3,800e-3,800e-3,800e-3,800e-3,52.94e-9,71.67e-9,-921e-12,800e-3,136.2e-9,800e-3,37.8e-9,800e-3,800e-3,81.17e-9,50.08e-9,59.43e-9,800e-3,57.4e-9,47.13e-9,73.98e-9,800e-3,71.38e-9,79.43e-9,800e-3,57.11e-9,800e-3,800e-3,-75.19e-9,800e-3,46.88e-9,800e-3,800e-3,75.41e-9,42.36e-9,800e-3,54.32e-9,800e-3,800e-3,93.56e-9,800e-3,56.98e-9,232.3e-9,49.15e-9,69.62e-9,68.35e-9,2.8e-9,800e-3,18.79e-9,800e-3,57.51e-9,800e-3,800e-3,71.19e-9,95.5e-9,47.75e-9,-1.023e-6,800e-3,55.6e-9,800e-3,65.01e-9,73.73e-9,800e-3,51.36e-9,800e-3,800e-3,800e-3,800e-3,110.7e-9
